id	rollout_key	gold
37	ec4489f4-0b41-456a-b71d-d149d035067e#4	5
38	ec4489f4-0b41-456a-b71d-d149d035067e#5	5
39	ec4489f4-0b41-456a-b71d-d149d035067e#6	5
40	ec4489f4-0b41-456a-b71d-d149d035067e#7	5
41	ec81f826-4252-455e-a4d4-61281bf6f758#0	50
42	ec81f826-4252-455e-a4d4-61281bf6f758#1	50
43	ec81f826-4252-455e-a4d4-61281bf6f758#2	50
44	ec81f826-4252-455e-a4d4-61281bf6f758#3	50
45	ec81f826-4252-455e-a4d4-61281bf6f758#4	50
46	ec81f826-4252-455e-a4d4-61281bf6f758#5	50
47	ec81f826-4252-455e-a4d4-61281bf6f758#6	50
48	ec81f826-4252-455e-a4d4-61281bf6f758#7	50
49	ee4283e3-709c-4a71-88b9-08c98b029a71#0	5
50	ee4283e3-709c-4a71-88b9-08c98b029a71#1	5
51	ee4283e3-709c-4a71-88b9-08c98b029a71#2	5
52	ee4283e3-709c-4a71-88b9-08c98b029a71#3	5
53	ee4283e3-709c-4a71-88b9-08c98b029a71#4	5
54	ee4283e3-709c-4a71-88b9-08c98b029a71#5	5
55	ee4283e3-709c-4a71-88b9-08c98b029a71#6	5
56	ee4283e3-709c-4a71-88b9-08c98b029a71#7	5
57	eed7df86-2c7a-4131-a8fd-b38969399e54#0	1090
58	eed7df86-2c7a-4131-a8fd-b38969399e54#1	1090
59	eed7df86-2c7a-4131-a8fd-b38969399e54#2	1090
60	eed7df86-2c7a-4131-a8fd-b38969399e54#3	1090
61	eed7df86-2c7a-4131-a8fd-b38969399e54#4	1090
62	eed7df86-2c7a-4131-a8fd-b38969399e54#5	1090
63	eed7df86-2c7a-4131-a8fd-b38969399e54#6	1090
64	eed7df86-2c7a-4131-a8fd-b38969399e54#7	1090
65	ef4d0998-c4e9-4d6d-917a-64ac58f75fed#0	766
66	ef4d0998-c4e9-4d6d-917a-64ac58f75fed#1	766
67	ef4d0998-c4e9-4d6d-917a-64ac58f75fed#2	766
68	ef4d0998-c4e9-4d6d-917a-64ac58f75fed#3	766
69	ef4d0998-c4e9-4d6d-917a-64ac58f75fed#4	766
70	ef4d0998-c4e9-4d6d-917a-64ac58f75fed#5	766
71	ef4d0998-c4e9-4d6d-917a-64ac58f75fed#6	766
72	ef4d0998-c4e9-4d6d-917a-64ac58f75fed#7	766
73	ef8eb567-e37c-4b68-b216-e98c3f115f0c#0	18
74	ef8eb567-e37c-4b68-b216-e98c3f115f0c#1	18
75	ef8eb567-e37c-4b68-b216-e98c3f115f0c#2	18
76	ef8eb567-e37c-4b68-b216-e98c3f115f0c#3	18
77	ef8eb567-e37c-4b68-b216-e98c3f115f0c#4	18
78	ef8eb567-e37c-4b68-b216-e98c3f115f0c#5	18
79	ef8eb567-e37c-4b68-b216-e98c3f115f0c#6	18
80	ef8eb567-e37c-4b68-b216-e98c3f115f0c#7	18
81	ef960371-7ff6-43e4-aa25-5af7aa51a1c5#0	251
82	ef960371-7ff6-43e4-aa25-5af7aa51a1c5#1	251
83	ef960371-7ff6-43e4-aa25-5af7aa51a1c5#2	251
84	ef960371-7ff6-43e4-aa25-5af7aa51a1c5#3	251
85	ef960371-7ff6-43e4-aa25-5af7aa51a1c5#4	251
86	ef960371-7ff6-43e4-aa25-5af7aa51a1c5#5	251
87	ef960371-7ff6-43e4-aa25-5af7aa51a1c5#6	251
88	ef960371-7ff6-43e4-aa25-5af7aa51a1c5#7	251
89	f03d4be1-88f1-4677-b33e-453bd74528b0#0	157
90	f03d4be1-88f1-4677-b33e-453bd74528b0#1	157
91	f03d4be1-88f1-4677-b33e-453bd74528b0#2	157
92	f03d4be1-88f1-4677-b33e-453bd74528b0#3	157
93	f03d4be1-88f1-4677-b33e-453bd74528b0#4	157
94	f03d4be1-88f1-4677-b33e-453bd74528b0#5	157
95	f03d4be1-88f1-4677-b33e-453bd74528b0#6	157
96	f03d4be1-88f1-4677-b33e-453bd74528b0#7	157
97	f09110c9-c0cc-4f50-ba00-07e47208efbf#0	15
98	f09110c9-c0cc-4f50-ba00-07e47208efbf#1	15
99	f09110c9-c0cc-4f50-ba00-07e47208efbf#2	15
100	f09110c9-c0cc-4f50-ba00-07e47208efbf#3	15
101	f09110c9-c0cc-4f50-ba00-07e47208efbf#4	15
102	f09110c9-c0cc-4f50-ba00-07e47208efbf#5	15
103	f09110c9-c0cc-4f50-ba00-07e47208efbf#6	15
104	f09110c9-c0cc-4f50-ba00-07e47208efbf#7	15
105	f35d44e2-4321-4a47-9a56-e155c2e03a43#0	7
106	f35d44e2-4321-4a47-9a56-e155c2e03a43#1	7
107	f35d44e2-4321-4a47-9a56-e155c2e03a43#2	7
108	f35d44e2-4321-4a47-9a56-e155c2e03a43#3	7
109	f35d44e2-4321-4a47-9a56-e155c2e03a43#4	7
110	f35d44e2-4321-4a47-9a56-e155c2e03a43#5	7
111	f35d44e2-4321-4a47-9a56-e155c2e03a43#6	7
112	f35d44e2-4321-4a47-9a56-e155c2e03a43#7	7
113	f3d6f98d-644d-41da-b13a-c95fd9670da3#0	3
114	f3d6f98d-644d-41da-b13a-c95fd9670da3#1	3
115	f3d6f98d-644d-41da-b13a-c95fd9670da3#2	3
116	f3d6f98d-644d-41da-b13a-c95fd9670da3#3	3
117	f3d6f98d-644d-41da-b13a-c95fd9670da3#4	3
118	f3d6f98d-644d-41da-b13a-c95fd9670da3#5	3
119	f3d6f98d-644d-41da-b13a-c95fd9670da3#6	3
120	f3d6f98d-644d-41da-b13a-c95fd9670da3#7	3
121	f52ba938-647c-4027-ab21-c75952ae2512#0	408
122	f52ba938-647c-4027-ab21-c75952ae2512#1	408
123	f52ba938-647c-4027-ab21-c75952ae2512#2	408
124	f52ba938-647c-4027-ab21-c75952ae2512#3	408
125	f52ba938-647c-4027-ab21-c75952ae2512#4	408
126	f52ba938-647c-4027-ab21-c75952ae2512#5	408
127	f52ba938-647c-4027-ab21-c75952ae2512#6	408
128	f52ba938-647c-4027-ab21-c75952ae2512#7	408
129	f54cc5c0-90a4-4eb5-8275-870bafac0e08#0	21
130	f54cc5c0-90a4-4eb5-8275-870bafac0e08#1	21
131	f54cc5c0-90a4-4eb5-8275-870bafac0e08#2	21
132	f54cc5c0-90a4-4eb5-8275-870bafac0e08#3	21
133	f54cc5c0-90a4-4eb5-8275-870bafac0e08#4	21
134	f54cc5c0-90a4-4eb5-8275-870bafac0e08#5	21
135	f54cc5c0-90a4-4eb5-8275-870bafac0e08#6	21
136	f54cc5c0-90a4-4eb5-8275-870bafac0e08#7	21
137	f54cf5ff-9fc1-488a-87f8-fe45a254d744#0	43
138	f54cf5ff-9fc1-488a-87f8-fe45a254d744#1	43
139	f54cf5ff-9fc1-488a-87f8-fe45a254d744#2	43
140	f54cf5ff-9fc1-488a-87f8-fe45a254d744#3	43
141	f54cf5ff-9fc1-488a-87f8-fe45a254d744#4	43
142	f54cf5ff-9fc1-488a-87f8-fe45a254d744#5	43
143	f54cf5ff-9fc1-488a-87f8-fe45a254d744#6	43
144	f54cf5ff-9fc1-488a-87f8-fe45a254d744#7	43
145	f5d29e7f-2eb6-4cf9-9670-8dad8aa6aefb#0	49
146	f5d29e7f-2eb6-4cf9-9670-8dad8aa6aefb#1	49
147	f5d29e7f-2eb6-4cf9-9670-8dad8aa6aefb#2	49
148	f5d29e7f-2eb6-4cf9-9670-8dad8aa6aefb#3	49
149	f5d29e7f-2eb6-4cf9-9670-8dad8aa6aefb#4	49
150	f5d29e7f-2eb6-4cf9-9670-8dad8aa6aefb#5	49
151	f5d29e7f-2eb6-4cf9-9670-8dad8aa6aefb#6	49
152	f5d29e7f-2eb6-4cf9-9670-8dad8aa6aefb#7	49
153	f5f8e210-9adf-4cfa-b2c3-4845393273a1#0	9799
154	f5f8e210-9adf-4cfa-b2c3-4845393273a1#1	9799
155	f5f8e210-9adf-4cfa-b2c3-4845393273a1#2	9799
156	f5f8e210-9adf-4cfa-b2c3-4845393273a1#3	9799
157	f5f8e210-9adf-4cfa-b2c3-4845393273a1#4	9799
158	f5f8e210-9adf-4cfa-b2c3-4845393273a1#5	9799
159	f5f8e210-9adf-4cfa-b2c3-4845393273a1#6	9799
160	f5f8e210-9adf-4cfa-b2c3-4845393273a1#7	9799
161	f62c398d-4f03-47e2-9f14-421d1a64d817#0	60
162	f62c398d-4f03-47e2-9f14-421d1a64d817#1	60
163	f62c398d-4f03-47e2-9f14-421d1a64d817#2	60
164	f62c398d-4f03-47e2-9f14-421d1a64d817#3	60
165	f62c398d-4f03-47e2-9f14-421d1a64d817#4	60
166	f62c398d-4f03-47e2-9f14-421d1a64d817#5	60
167	f62c398d-4f03-47e2-9f14-421d1a64d817#6	60
168	f62c398d-4f03-47e2-9f14-421d1a64d817#7	60
169	f70e5c30-0b22-4a4c-843a-5fc1275baa15#0	8
170	f70e5c30-0b22-4a4c-843a-5fc1275baa15#1	8
171	f70e5c30-0b22-4a4c-843a-5fc1275baa15#2	8
172	f70e5c30-0b22-4a4c-843a-5fc1275baa15#3	8
173	f70e5c30-0b22-4a4c-843a-5fc1275baa15#4	8
174	f70e5c30-0b22-4a4c-843a-5fc1275baa15#5	8
175	f70e5c30-0b22-4a4c-843a-5fc1275baa15#6	8
176	f70e5c30-0b22-4a4c-843a-5fc1275baa15#7	8
177	f748df3f-4b00-4409-a4f4-19b0bf540bdf#0	100902018
178	f748df3f-4b00-4409-a4f4-19b0bf540bdf#1	100902018
179	f748df3f-4b00-4409-a4f4-19b0bf540bdf#2	100902018
180	f748df3f-4b00-4409-a4f4-19b0bf540bdf#3	100902018
181	f748df3f-4b00-4409-a4f4-19b0bf540bdf#4	100902018
182	f748df3f-4b00-4409-a4f4-19b0bf540bdf#5	100902018
183	f748df3f-4b00-4409-a4f4-19b0bf540bdf#6	100902018
184	f748df3f-4b00-4409-a4f4-19b0bf540bdf#7	100902018
185	f7ae13d7-b69a-451d-9b0d-61063d6f691f#0	99
186	f7ae13d7-b69a-451d-9b0d-61063d6f691f#1	99
187	f7ae13d7-b69a-451d-9b0d-61063d6f691f#2	99
188	f7ae13d7-b69a-451d-9b0d-61063d6f691f#3	99
189	f7ae13d7-b69a-451d-9b0d-61063d6f691f#4	99
190	f7ae13d7-b69a-451d-9b0d-61063d6f691f#5	99
191	f7ae13d7-b69a-451d-9b0d-61063d6f691f#6	99
192	f7ae13d7-b69a-451d-9b0d-61063d6f691f#7	99
193	f825ab86-1087-49a4-aad1-59b8cc107ed3#0	6
194	f825ab86-1087-49a4-aad1-59b8cc107ed3#1	6
195	f825ab86-1087-49a4-aad1-59b8cc107ed3#2	6
196	f825ab86-1087-49a4-aad1-59b8cc107ed3#3	6
197	f825ab86-1087-49a4-aad1-59b8cc107ed3#4	6
198	f825ab86-1087-49a4-aad1-59b8cc107ed3#5	6
199	f825ab86-1087-49a4-aad1-59b8cc107ed3#6	6
200	f825ab86-1087-49a4-aad1-59b8cc107ed3#7	6
201	f8834b84-30bf-45f0-96bc-32ec773309f4#0	496
202	f8834b84-30bf-45f0-96bc-32ec773309f4#1	496
203	f8834b84-30bf-45f0-96bc-32ec773309f4#2	496
204	f8834b84-30bf-45f0-96bc-32ec773309f4#3	496
205	f8834b84-30bf-45f0-96bc-32ec773309f4#4	496
206	f8834b84-30bf-45f0-96bc-32ec773309f4#5	496
207	f8834b84-30bf-45f0-96bc-32ec773309f4#6	496
208	f8834b84-30bf-45f0-96bc-32ec773309f4#7	496
209	f93a684f-fdae-4a53-859f-1ff2467615f2#0	5
210	f93a684f-fdae-4a53-859f-1ff2467615f2#1	5
211	f93a684f-fdae-4a53-859f-1ff2467615f2#2	5
212	f93a684f-fdae-4a53-859f-1ff2467615f2#3	5
213	f93a684f-fdae-4a53-859f-1ff2467615f2#4	5
214	f93a684f-fdae-4a53-859f-1ff2467615f2#5	5
215	f93a684f-fdae-4a53-859f-1ff2467615f2#6	5
216	f93a684f-fdae-4a53-859f-1ff2467615f2#7	5
217	f9633206-1dbf-4d8b-bcee-063d172a0eed#0	22
218	f9633206-1dbf-4d8b-bcee-063d172a0eed#1	22
219	f9633206-1dbf-4d8b-bcee-063d172a0eed#2	22
220	f9633206-1dbf-4d8b-bcee-063d172a0eed#3	22
221	f9633206-1dbf-4d8b-bcee-063d172a0eed#4	22
222	f9633206-1dbf-4d8b-bcee-063d172a0eed#5	22
223	f9633206-1dbf-4d8b-bcee-063d172a0eed#6	22
224	f9633206-1dbf-4d8b-bcee-063d172a0eed#7	22
225	f9d35262-8635-4b09-8cb5-83bb32adf1fd#0	3825
226	f9d35262-8635-4b09-8cb5-83bb32adf1fd#1	3825
227	f9d35262-8635-4b09-8cb5-83bb32adf1fd#2	3825
228	f9d35262-8635-4b09-8cb5-83bb32adf1fd#3	3825
229	f9d35262-8635-4b09-8cb5-83bb32adf1fd#4	3825
230	f9d35262-8635-4b09-8cb5-83bb32adf1fd#5	3825
231	f9d35262-8635-4b09-8cb5-83bb32adf1fd#6	3825
232	f9d35262-8635-4b09-8cb5-83bb32adf1fd#7	3825
233	fa0527a0-1d7f-4ba1-a0dc-f6e4d7365645#0	4107
234	fa0527a0-1d7f-4ba1-a0dc-f6e4d7365645#1	4107
235	fa0527a0-1d7f-4ba1-a0dc-f6e4d7365645#2	4107
236	fa0527a0-1d7f-4ba1-a0dc-f6e4d7365645#3	4107
237	fa0527a0-1d7f-4ba1-a0dc-f6e4d7365645#4	4107
238	fa0527a0-1d7f-4ba1-a0dc-f6e4d7365645#5	4107
239	fa0527a0-1d7f-4ba1-a0dc-f6e4d7365645#6	4107
240	fa0527a0-1d7f-4ba1-a0dc-f6e4d7365645#7	4107
241	fa75e555-14c6-4602-bc1e-044d6e174ba8#0	6
242	fa75e555-14c6-4602-bc1e-044d6e174ba8#1	6
243	fa75e555-14c6-4602-bc1e-044d6e174ba8#2	6
244	fa75e555-14c6-4602-bc1e-044d6e174ba8#3	6
245	fa75e555-14c6-4602-bc1e-044d6e174ba8#4	6
246	fa75e555-14c6-4602-bc1e-044d6e174ba8#5	6
247	fa75e555-14c6-4602-bc1e-044d6e174ba8#6	6
248	fa75e555-14c6-4602-bc1e-044d6e174ba8#7	6
249	fac61e11-3023-4e58-94ad-6fb5bac8ec98#0	49
250	fac61e11-3023-4e58-94ad-6fb5bac8ec98#1	49
251	fac61e11-3023-4e58-94ad-6fb5bac8ec98#2	49
252	fac61e11-3023-4e58-94ad-6fb5bac8ec98#3	49
253	fac61e11-3023-4e58-94ad-6fb5bac8ec98#4	49
254	fac61e11-3023-4e58-94ad-6fb5bac8ec98#5	49
255	fac61e11-3023-4e58-94ad-6fb5bac8ec98#6	49
256	fac61e11-3023-4e58-94ad-6fb5bac8ec98#7	49
257	fbdc0367-0ac7-4f95-bda5-78addeee1d94#0	25
258	fbdc0367-0ac7-4f95-bda5-78addeee1d94#1	25
259	fbdc0367-0ac7-4f95-bda5-78addeee1d94#2	25
260	fbdc0367-0ac7-4f95-bda5-78addeee1d94#3	25
261	fbdc0367-0ac7-4f95-bda5-78addeee1d94#4	25
262	fbdc0367-0ac7-4f95-bda5-78addeee1d94#5	25
263	fbdc0367-0ac7-4f95-bda5-78addeee1d94#6	25
264	fbdc0367-0ac7-4f95-bda5-78addeee1d94#7	25
265	fc12d9dc-d76d-449d-a00a-3b51bfa63798#0	15
266	fc12d9dc-d76d-449d-a00a-3b51bfa63798#1	15
267	fc12d9dc-d76d-449d-a00a-3b51bfa63798#2	15
268	fc12d9dc-d76d-449d-a00a-3b51bfa63798#3	15
269	fc12d9dc-d76d-449d-a00a-3b51bfa63798#4	15
270	fc12d9dc-d76d-449d-a00a-3b51bfa63798#5	15
271	fc12d9dc-d76d-449d-a00a-3b51bfa63798#6	15
272	fc12d9dc-d76d-449d-a00a-3b51bfa63798#7	15
273	fc514fbb-7bce-4b88-8871-b81d15c5e3ca#0	397
274	fc514fbb-7bce-4b88-8871-b81d15c5e3ca#1	397
275	fc514fbb-7bce-4b88-8871-b81d15c5e3ca#2	397
276	fc514fbb-7bce-4b88-8871-b81d15c5e3ca#3	397
277	fc514fbb-7bce-4b88-8871-b81d15c5e3ca#4	397
278	fc514fbb-7bce-4b88-8871-b81d15c5e3ca#5	397
279	fc514fbb-7bce-4b88-8871-b81d15c5e3ca#6	397
280	fc514fbb-7bce-4b88-8871-b81d15c5e3ca#7	397
281	fc8aa03b-9dd7-4844-8614-3191903b3382#0	12
282	fc8aa03b-9dd7-4844-8614-3191903b3382#1	12
283	fc8aa03b-9dd7-4844-8614-3191903b3382#2	12
284	fc8aa03b-9dd7-4844-8614-3191903b3382#3	12
285	fc8aa03b-9dd7-4844-8614-3191903b3382#4	12
286	fc8aa03b-9dd7-4844-8614-3191903b3382#5	12
287	fc8aa03b-9dd7-4844-8614-3191903b3382#6	12
288	fc8aa03b-9dd7-4844-8614-3191903b3382#7	12
289	fcb64cf7-bc2e-4918-8f7c-5d7fe04d0a9b#0	441
290	fcb64cf7-bc2e-4918-8f7c-5d7fe04d0a9b#1	441
291	fcb64cf7-bc2e-4918-8f7c-5d7fe04d0a9b#2	441
292	fcb64cf7-bc2e-4918-8f7c-5d7fe04d0a9b#3	441
293	fcb64cf7-bc2e-4918-8f7c-5d7fe04d0a9b#4	441
294	fcb64cf7-bc2e-4918-8f7c-5d7fe04d0a9b#5	441
295	fcb64cf7-bc2e-4918-8f7c-5d7fe04d0a9b#6	441
296	fcb64cf7-bc2e-4918-8f7c-5d7fe04d0a9b#7	441
297	fd5ad60d-9d4f-4b4e-b286-789e7532dddd#0	11
298	fd5ad60d-9d4f-4b4e-b286-789e7532dddd#1	11
299	fd5ad60d-9d4f-4b4e-b286-789e7532dddd#2	11
300	fd5ad60d-9d4f-4b4e-b286-789e7532dddd#3	11
301	fd5ad60d-9d4f-4b4e-b286-789e7532dddd#4	11
302	fd5ad60d-9d4f-4b4e-b286-789e7532dddd#5	11
303	fd5ad60d-9d4f-4b4e-b286-789e7532dddd#6	11
304	fd5ad60d-9d4f-4b4e-b286-789e7532dddd#7	11
305	fd9d885f-d4dd-4aae-9898-9b572db4bf72#0	1234
306	fd9d885f-d4dd-4aae-9898-9b572db4bf72#1	1234
307	fd9d885f-d4dd-4aae-9898-9b572db4bf72#2	1234
308	fd9d885f-d4dd-4aae-9898-9b572db4bf72#3	1234
309	fd9d885f-d4dd-4aae-9898-9b572db4bf72#4	1234
310	fd9d885f-d4dd-4aae-9898-9b572db4bf72#5	1234
311	fd9d885f-d4dd-4aae-9898-9b572db4bf72#6	1234
312	fd9d885f-d4dd-4aae-9898-9b572db4bf72#7	1234
313	fe940806-f964-45ea-bad0-9ef8fdf11b8a#0	1234
314	fe940806-f964-45ea-bad0-9ef8fdf11b8a#1	1234
315	fe940806-f964-45ea-bad0-9ef8fdf11b8a#2	1234
316	fe940806-f964-45ea-bad0-9ef8fdf11b8a#3	1234
317	fe940806-f964-45ea-bad0-9ef8fdf11b8a#4	1234
318	fe940806-f964-45ea-bad0-9ef8fdf11b8a#5	1234
319	fe940806-f964-45ea-bad0-9ef8fdf11b8a#6	1234
320	fe940806-f964-45ea-bad0-9ef8fdf11b8a#7	1234
321	ff364912-4034-417b-ac5c-f877529108e0#0	2160
322	ff364912-4034-417b-ac5c-f877529108e0#1	2160
323	ff364912-4034-417b-ac5c-f877529108e0#2	2160
324	ff364912-4034-417b-ac5c-f877529108e0#3	2160
325	ff364912-4034-417b-ac5c-f877529108e0#4	2160
326	ff364912-4034-417b-ac5c-f877529108e0#5	2160
327	ff364912-4034-417b-ac5c-f877529108e0#6	2160
328	ff364912-4034-417b-ac5c-f877529108e0#7	2160
329	ffc6ca97-a84a-4969-84ae-a4f5e44fe268#0	780
330	ffc6ca97-a84a-4969-84ae-a4f5e44fe268#1	780
331	ffc6ca97-a84a-4969-84ae-a4f5e44fe268#2	780
332	ffc6ca97-a84a-4969-84ae-a4f5e44fe268#3	780
333	ffc6ca97-a84a-4969-84ae-a4f5e44fe268#4	780
334	ffc6ca97-a84a-4969-84ae-a4f5e44fe268#5	780
335	ffc6ca97-a84a-4969-84ae-a4f5e44fe268#6	780
336	ffc6ca97-a84a-4969-84ae-a4f5e44fe268#7	780
